# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Dec  6 23:03:15 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN disc_year:      Discovery Year,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_spectype:    Spectral Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-600 b,Kepler-600,1,1,Transit,2016,0.1536,,,0,0.0275,,,0,M-R relationship,,5279,104.56,-92.37,0,0.81,0.06,-0.06,0,0.84,0.05,-0.05,0
Kepler-601 b,Kepler-601,1,1,Transit,2016,0.056,,,0,0.0134,,,0,M-R relationship,,5160,61.57,-46.75,0,0.79,0.02,-0.02,0,0.85,0.03,-0.03,0
Kepler-602 b,Kepler-602,1,1,Transit,2016,0.1224,,,0,0.0158,,,0,M-R relationship,,6062,218.54,-238.63,0,1.13,0.35,-0.17,0,1.08,0.14,-0.1,0
Kepler-603 b,Kepler-603,1,3,Transit,2016,0.1502,,,0,0.0236,,,0,M-R relationship,,5808,90.04,-142.55,0,1.01,0.23,-0.1,0,1.01,0.06,-0.06,0
Kepler-603 c,Kepler-603,1,3,Transit,2016,0.5001,,,0,0.108,,,0,M-R relationship,,5808,90.04,-142.55,0,1.01,0.23,-0.1,0,1.01,0.06,-0.06,0
Kepler-603 d,Kepler-603,1,3,Transit,2016,0.0666,,,0,0.00724,,,0,M-R relationship,,5808,90.04,-142.55,0,1.01,0.23,-0.1,0,1.01,0.06,-0.06,0
Kepler-604 b,Kepler-604,1,1,Transit,2016,0.1735,,,0,0.0227,,,0,M-R relationship,,5890,174.4,-159.73,0,1.03,0.19,-0.11,0,1.02,0.08,-0.07,0
Kepler-605 b,Kepler-605,1,2,Transit,2016,0.042,,,0,0.00839,,,0,M-R relationship,,5462,67.28,-73.73,0,0.88,0.1,-0.05,0,0.91,0.04,-0.04,0
Kepler-605 c,Kepler-605,1,2,Transit,2016,0.033,,,0,0.00178,,,0,M-R relationship,,5462,67.28,-73.73,0,0.88,0.1,-0.05,0,0.91,0.04,-0.04,0
Kepler-606 b,Kepler-606,1,1,Transit,2016,0.17,,,0,0.0345,,,0,M-R relationship,,6161,194.78,-227.56,0,1.22,0.45,-0.18,0,1.13,0.17,-0.1,0
Kepler-607 b,Kepler-607,1,1,Transit,2016,0.0135,,,0,0.00186,,,0,M-R relationship,,5196,94.48,-118.36,0,0.8,0.05,-0.04,0,0.84,0.04,-0.04,0
Kepler-608 b,Kepler-608,1,1,Transit,2016,0.0685,,,0,0.0405,,,0,M-R relationship,,5820,226.58,-187.94,0,1.01,0.2,-0.11,0,1,0.09,-0.07,0
Kepler-609 b,Kepler-609,1,1,Transit,2016,0.0682,,,0,0.0352,,,0,M-R relationship,,5971,125.14,-171.1,0,1.14,0.35,-0.14,0,1.09,0.09,-0.08,0
Kepler-61 b,Kepler-61,1,1,Transit,2013,0.24861,0.00964,-0.00964,0,0.0166,,,0,M-R relationship,K7 V,4017,68,-150,0,0.62,0.02,-0.05,0,0.64,0.04,-0.04,0
Kepler-610 b,Kepler-610,1,2,Transit,2016,0.0719,,,0,0.0514,,,0,M-R relationship,,5943,91.96,-127.26,0,1.13,0.31,-0.12,0,1.1,0.09,-0.07,0
Kepler-610 c,Kepler-610,1,2,Transit,2016,0.5594,,,0,0.0343,,,0,M-R relationship,,5943,91.96,-127.26,0,1.13,0.31,-0.12,0,1.1,0.09,-0.07,0
Kepler-611 b,Kepler-611,1,1,Transit,2016,0.0351,,,0,0.0106,,,0,M-R relationship,,5761,64.93,-69.42,0,1.01,0.24,-0.09,0,1.01,0.05,-0.05,0
Kepler-612 b,Kepler-612,1,1,Transit,2016,0.0452,,,0,0.0266,,,0,M-R relationship,,5693,92.7,-129.13,0,0.96,0.17,-0.08,0,0.98,0.05,-0.05,0
Kepler-613 b,Kepler-613,1,1,Transit,2016,0.1232,,,0,0.0184,,,0,M-R relationship,,5723,68.68,-67.42,0,0.96,0.17,-0.07,0,0.98,0.05,-0.05,0
Kepler-614 b,Kepler-614,1,1,Transit,2016,0.1027,,,0,0.0198,,,0,M-R relationship,,5268,186.36,-125.95,0,0.81,0.07,-0.05,0,0.85,0.05,-0.05,0
Kepler-615 b,Kepler-615,1,1,Transit,2016,0.085,,,0,0.0116,,,0,M-R relationship,,4655,41.24,-43.29,0,0.69,0.03,-0.04,0,0.73,0.04,-0.04,0
Kepler-616 b,Kepler-616,1,2,Transit,2016,0.0927,,,0,0.0204,,,0,M-R relationship,,5753,133.18,-101.52,0,0.97,0.13,-0.08,0,0.98,0.06,-0.05,0
Kepler-616 c,Kepler-616,1,2,Transit,2016,0.4024,,,0,0.0363,,,0,M-R relationship,,5753,133.18,-101.52,0,0.97,0.13,-0.08,0,0.98,0.06,-0.05,0
Kepler-617 b,Kepler-617,1,1,Transit,2016,0.0219,,,0,0.00724,,,0,M-R relationship,M1 V,3712,33.92,-33.35,0,0.48,0.02,-0.03,0,0.51,0.02,-0.03,0
Kepler-618 b,Kepler-618,1,1,Transit,2016,0.046,,,0,0.0229,,,0,M-R relationship,,5860,67.09,-79.66,0,1.08,0.33,-0.11,0,1.05,0.07,-0.05,0
Kepler-619 b,Kepler-619,1,2,Transit,2016,0.0611,,,0,0.0319,,,0,M-R relationship,,5980,106.44,-113.14,0,1.11,0.23,-0.11,0,1.09,0.07,-0.06,0
Kepler-619 c,Kepler-619,1,2,Transit,2016,0.0225,,,0,0.011,,,0,M-R relationship,,5980,106.44,-113.14,0,1.11,0.23,-0.11,0,1.09,0.07,-0.06,0
Kepler-62 b,Kepler-62,1,5,Transit,2013,0.0553,0.0005,-0.0005,0,0.03,,,1,Mass,K2 V,4925,70,-70,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0
Kepler-62 c,Kepler-62,1,5,Transit,2013,0.0929,0.0009,-0.0009,0,0.013,,,1,Mass,K2 V,4925,70,-70,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0
Kepler-62 d,Kepler-62,1,5,Transit,2013,0.12,0.001,-0.001,0,0.044,,,1,Mass,K2 V,4925,70,-70,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0
Kepler-62 e,Kepler-62,1,5,Transit,2013,0.427,0.004,-0.004,0,0.113,,,1,Mass,K2 V,4925,70,-70,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0
Kepler-62 f,Kepler-62,1,5,Transit,2013,0.718,0.007,-0.007,0,0.11,,,1,Mass,K2 V,4925,70,-70,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0
Kepler-620 b,Kepler-620,1,1,Transit,2016,0.1053,,,0,0.0346,,,0,M-R relationship,,6155,120.88,-147.72,0,1.22,0.45,-0.16,0,1.15,0.15,-0.08,0
Kepler-621 b,Kepler-621,1,1,Transit,2016,0.031,,,0,0.0186,,,0,M-R relationship,,4521,73.87,-51.47,0,0.68,0.02,-0.02,0,0.72,0.02,-0.03,0
Kepler-622 b,Kepler-622,1,1,Transit,2016,0.0978,,,0,0.0163,,,0,M-R relationship,,4201,46.67,-36.96,0,0.61,0.02,-0.02,0,0.64,0.03,-0.03,0
Kepler-623 b,Kepler-623,1,1,Transit,2016,0.0854,,,0,0.0293,,,0,M-R relationship,,5443,103.28,-85.59,0,0.86,0.1,-0.06,0,0.9,0.04,-0.05,0
Kepler-624 b,Kepler-624,1,1,Transit,2016,0.1172,,,0,0.0187,,,0,M-R relationship,,6117,70.67,-63.28,0,1.18,0.17,-0.11,0,1.1,0.05,-0.06,0
Kepler-625 b,Kepler-625,1,2,Transit,2016,0.0768,,,0,0.0145,,,0,M-R relationship,,5789,46.81,-43.94,0,0.96,0.03,-0.02,0,1.04,0.02,-0.02,0
Kepler-625 c,Kepler-625,1,2,Transit,2016,0.0508,,,0,0.00364,,,0,M-R relationship,,5789,46.81,-43.94,0,0.96,0.03,-0.02,0,1.04,0.02,-0.02,0
Kepler-626 b,Kepler-626,1,1,Transit,2016,0.115,,,0,0.0184,,,0,M-R relationship,,5813,93.83,-94.62,0,1.05,0.12,-0.09,0,1.01,0.05,-0.04,0
Kepler-627 b,Kepler-627,1,1,Transit,2016,0.2327,,,0,0.0422,,,0,M-R relationship,,6424,160.13,-213.39,0,1.49,0.64,-0.27,0,1.3,0.21,-0.14,0
Kepler-628 b,Kepler-628,1,1,Transit,2016,0.1241,,,0,0.168,,,0,M-R relationship,,5721,47.04,-51.36,0,1.28,0.25,-0.21,0,1,0.05,-0.04,0
Kepler-629 b,Kepler-629,1,1,Transit,2016,0.0712,,,0,0.0078,,,0,M-R relationship,,5444,71.98,-60.2,0,0.84,0.02,-0.02,0,0.93,0.03,-0.03,0
Kepler-63 b,Kepler-63,1,1,Transit,2013,0.08,0.002,-0.002,0,0.378,,,1,Mass,,5576,50,-50,0,0.9,0.03,-0.02,0,0.98,0.04,-0.04,0
Kepler-630 b,Kepler-630,1,1,Transit,2016,0.5729,,,0,0.0322,,,0,M-R relationship,,5829,97.42,-98.87,0,1.04,0.11,-0.08,0,1.02,0.04,-0.04,0
Kepler-631 b,Kepler-631,1,1,Transit,2016,0.1447,,,0,0.0275,,,0,M-R relationship,,6185,85.62,-75.47,0,1.33,0.14,-0.1,0,1.24,0.05,-0.05,0
Kepler-632 b,Kepler-632,1,1,Transit,2016,0.1885,,,0,0.0174,,,0,M-R relationship,,5322,89.61,-82.67,0,0.84,0.02,-0.02,0,0.91,0.03,-0.03,0
Kepler-633 b,Kepler-633,1,1,Transit,2016,0.0815,,,0,0.0104,,,0,M-R relationship,,5899,86.22,-91.57,0,1.15,0.21,-0.14,0,1.02,0.06,-0.06,0
Kepler-634 b,Kepler-634,1,1,Transit,2016,0.0578,,,0,0.0133,,,0,M-R relationship,,6075,86.22,-77.53,0,1.24,0.19,-0.16,0,1.03,0.09,-0.07,0
Kepler-635 b,Kepler-635,1,1,Transit,2016,0.1764,,,0,0.0235,,,0,M-R relationship,,6174,70.4,-82.75,0,1.51,0.2,-0.15,0,1.33,0.06,-0.05,0
Kepler-636 b,Kepler-636,2,1,Transit,2016,0.1185,,,0,0.057,,,0,M-R relationship,,5203,56.47,-72.86,0,0.8,0.02,-0.02,0,0.85,0.03,-0.04,0
Kepler-637 b,Kepler-637,1,1,Transit,2016,0.1867,,,0,0.0636,,,0,M-R relationship,,6096,46.96,-44.44,0,2.56,0.27,-0.3,0,1.64,0.07,-0.1,0
Kepler-638 b,Kepler-638,1,1,Transit,2016,0.0632,,,0,0.0126,,,0,M-R relationship,,5382,50.1,-59.39,0,0.93,0.29,-0.09,0,0.88,0.04,-0.04,0
Kepler-639 b,Kepler-639,1,1,Transit,2016,0.0966,,,0,0.0197,,,0,M-R relationship,,5896,76.96,-59.62,0,1.29,0.26,-0.18,0,1.14,0.09,-0.06,0
Kepler-640 b,Kepler-640,1,1,Transit,2016,0.1566,,,0,0.0223,,,0,M-R relationship,,5653,72.44,-62.83,0,0.94,0.03,-0.03,0,1.01,0.03,-0.03,0
Kepler-641 b,Kepler-641,1,1,Transit,2016,0.0879,,,0,0.0128,,,0,M-R relationship,,5713,81.57,-83.52,0,1.13,0.19,-0.14,0,1.02,0.05,-0.04,0
Kepler-642 b,Kepler-642,1,1,Transit,2016,0.0589,,,0,0.0275,,,0,M-R relationship,,6570,133.26,-201.09,0,1.66,0.74,-0.32,0,1.4,0.23,-0.16,0
Kepler-643 b,Kepler-643,1,1,Transit,2016,0.126,,,0,1.01,0.2,-0.2,0,Mass,,4908,45.26,-47.77,0,2.52,0.08,-0.07,0,1,0.07,-0.04,0
Kepler-644 b,Kepler-644,1,1,Transit,2016,0.0466,,,0,0.0317,,,0,M-R relationship,,6747,156.03,-238.58,0,1.81,0.67,-0.35,0,1.49,0.22,-0.17,0
Kepler-645 b,Kepler-645,1,1,Transit,2016,0.049,,,0,0.0159,,,0,M-R relationship,,6170,144.24,-162.1,0,1.21,0.36,-0.16,0,1.13,0.14,-0.09,0
Kepler-646 b,Kepler-646,1,1,Transit,2016,0.1149,,,0,0.0145,,,0,M-R relationship,,5634,117.96,-139.42,0,0.91,0.13,-0.08,0,0.93,0.06,-0.06,0
Kepler-647 b,Kepler-647,1,2,Transit,2016,0.1222,,,0,0.00537,,,0,M-R relationship,,6020,81.21,-72.51,0,1.07,0.13,-0.09,0,1.03,0.06,-0.05,0
Kepler-647 c,Kepler-647,1,2,Transit,2020,0.1827,,,0,0.0476,,,0,M-R relationship,,5906.74,37.53,-37.53,0,1.55,,,0,1.07,,,0
Kepler-648 b,Kepler-648,1,1,Transit,2016,0.1341,,,0,0.0329,,,0,M-R relationship,,5741,54.98,-51.62,0,0.98,0.03,-0.03,0,1.05,0.03,-0.03,0
Kepler-649 b,Kepler-649,1,1,Transit,2016,0.1805,,,0,0.018,,,0,M-R relationship,,5871,62.24,-54.67,0,0.94,0.06,-0.05,0,0.97,0.04,-0.05,0
Kepler-65 b,Kepler-65,1,4,Transit,2012,0.035,0.002,-0.001,0,0.0076,0.0077,-0.0051,0,Mass,,6211,66,-66,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0
Kepler-65 c,Kepler-65,1,4,Transit,2012,0.068,0.004,-0.002,0,0.017,0.0054,-0.0052,0,Mass,,6211,66,-66,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0
Kepler-65 d,Kepler-65,1,4,Transit,2012,0.084,0.006,-0.002,0,0.013,0.0025,-0.0025,0,Mass,,6211,66,-66,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0
Kepler-65 e,Kepler-65,1,4,Radial Velocity,2019,,,,,0.82,0.63,-0.16,0,Mass,,6220,44.35,-43.86,0,1.44,0.03,-0.03,0,1.25,0.02,-0.02,0
Kepler-650 b,Kepler-650,1,1,Transit,2016,0.0421,,,0,0.0285,,,0,M-R relationship,,5849,64.94,-77.61,0,1.35,0.23,-0.21,0,1.08,0.08,-0.05,0
Kepler-651 b,Kepler-651,1,1,Transit,2016,0.1409,,,0,0.0195,,,0,M-R relationship,,5522,64.16,-54.3,0,0.87,0.04,-0.03,0,0.92,0.03,-0.04,0
Kepler-652 b,Kepler-652,1,1,Transit,2016,0.0503,,,0,0.0213,,,0,M-R relationship,,5490,43.22,-40.88,0,0.88,0.02,-0.01,0,0.97,0.02,-0.02,0
Kepler-653 b,Kepler-653,1,2,Transit,2016,0.1197,,,0,0.014,,,0,M-R relationship,,5665,54.97,-60.88,0,1.19,0.17,-0.16,0,1.02,0.05,-0.04,0
Kepler-653 c,Kepler-653,1,2,Transit,2016,0.0186,,,0,0.00126,,,0,M-R relationship,,5665,54.97,-60.88,0,1.19,0.17,-0.16,0,1.02,0.05,-0.04,0
Kepler-654 b,Kepler-654,1,1,Transit,2016,0.1116,,,0,0.0155,,,0,M-R relationship,,5865,93.8,-89.45,0,1.11,0.17,-0.11,0,1.04,0.05,-0.04,0
Kepler-655 b,Kepler-655,1,1,Transit,2016,0.2559,,,0,0.0245,,,0,M-R relationship,,6170,72.99,-62.57,0,1.24,0.18,-0.12,0,1.15,0.06,-0.05,0
Kepler-656 b,Kepler-656,1,1,Transit,2016,0.0232,,,0,0.0312,,,0,M-R relationship,,5281,63.29,-58.78,0,0.82,0.05,-0.05,0,0.86,0.04,-0.04,0
Kepler-657 b,Kepler-657,1,1,Transit,2016,0.1654,,,0,0.0383,,,0,M-R relationship,,5808,88.65,-121.47,0,1.01,0.2,-0.09,0,1.01,0.06,-0.06,0
Kepler-658 b,Kepler-658,1,1,Transit,2016,0.0188,,,0,0.0104,,,0,M-R relationship,,4103,39.35,-37.36,0,0.6,0.02,-0.02,0,0.63,0.02,-0.03,0
Kepler-659 b,Kepler-659,1,1,Transit,2016,0.1204,,,0,0.0214,,,0,M-R relationship,,4870,49.22,-56.1,0,0.74,0.03,-0.04,0,0.79,0.03,-0.04,0
Kepler-66 b,Kepler-66,1,1,Transit,2013,0.1352,0.0017,-0.0017,0,0.0259,,,0,M-R relationship,G0 V,5962,79,-79,0,0.97,0.04,-0.04,0,1.04,0.04,-0.04,0
Kepler-660 b,Kepler-660,1,1,Transit,2016,0.0759,,,0,0.0224,,,0,M-R relationship,,4779,44.67,-49.24,0,0.71,0.03,-0.04,0,0.75,0.04,-0.05,0
Kepler-661 b,Kepler-661,1,1,Transit,2016,0.0585,,,0,0.0303,,,0,M-R relationship,,4483,56.76,-57.11,0,0.67,0.03,-0.04,0,0.7,0.03,-0.04,0
Kepler-662 b,Kepler-662,1,1,Transit,2016,0.1408,,,0,0.017,,,0,M-R relationship,,4897,52.49,-59.98,0,0.74,0.03,-0.04,0,0.79,0.04,-0.04,0
Kepler-663 b,Kepler-663,1,1,Transit,2016,0.0559,,,0,0.0229,,,0,M-R relationship,,5264,90.56,-127.67,0,0.82,0.06,-0.04,0,0.86,0.04,-0.04,0
Kepler-664 b,Kepler-664,1,1,Transit,2016,0.0374,,,0,0.0238,,,0,M-R relationship,,5754,73.56,-86.08,0,1.02,0.26,-0.1,0,1.01,0.06,-0.05,0
Kepler-665 b,Kepler-665,1,1,Transit,2016,0.1148,,,0,0.0229,,,0,M-R relationship,,4913,93.83,-86.97,0,0.74,0.03,-0.04,0,0.79,0.04,-0.04,0
Kepler-666 b,Kepler-666,1,1,Transit,2016,0.0542,,,0,0.02,,,0,M-R relationship,,5887,164.92,-179.03,0,1.05,0.25,-0.12,0,1.03,0.09,-0.08,0
Kepler-667 b,Kepler-667,1,1,Transit,2016,0.2288,,,0,0.0632,,,0,M-R relationship,,5327,53.04,-70.39,0,0.87,0.07,-0.05,0,0.91,0.04,-0.04,0
Kepler-668 b,Kepler-668,1,1,Transit,2016,0.0768,,,0,0.0244,,,0,M-R relationship,,5352,60.59,-60.88,0,0.82,0.06,-0.05,0,0.87,0.04,-0.05,0
Kepler-669 b,Kepler-669,1,1,Transit,2016,0.0529,,,0,0.0655,,,0,M-R relationship,,6038,97.84,-109.18,0,1.2,0.32,-0.13,0,1.15,0.1,-0.07,0
Kepler-67 b,Kepler-67,1,1,Transit,2013,0.1171,0.0015,-0.0015,0,0.0282,,,0,M-R relationship,G9 V,5331,63,-63,0,0.78,0.03,-0.03,0,0.86,0.03,-0.03,0
Kepler-670 b,Kepler-670,1,1,Transit,2016,0.0383,,,0,,,,,Msini,,5709,89.42,-134.39,0,0.99,0.22,-0.09,0,0.99,0.05,-0.06,0
Kepler-671 b,Kepler-671,1,1,Transit,2016,0.0503,,,0,0.0242,,,0,M-R relationship,,5624,74.83,-91.38,0,0.95,0.17,-0.07,0,0.97,0.05,-0.04,0
Kepler-672 b,Kepler-672,1,1,Transit,2016,0.2163,,,0,0.0214,,,0,M-R relationship,,5627,75.47,-79.72,0,0.92,0.11,-0.06,0,0.95,0.04,-0.05,0
Kepler-673 b,Kepler-673,1,1,Transit,2016,0.0455,,,0,0.11,,,0,M-R relationship,,5355,60.4,-71.68,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0
Kepler-674 b,Kepler-674,1,1,Transit,2016,0.028,,,0,0.011,,,0,M-R relationship,,4192,40.95,-42.83,0,0.57,0.03,-0.02,0,0.6,0.04,-0.04,0
Kepler-675 b,Kepler-675,1,1,Transit,2016,0.0325,,,0,0.0205,,,0,M-R relationship,,4945,69.87,-70.99,0,0.75,0.03,-0.04,0,0.79,0.04,-0.04,0
Kepler-676 b,Kepler-676,1,1,Transit,2016,0.0798,,,0,0.0298,,,0,M-R relationship,,3701,39.31,-40.14,0,0.49,0.02,-0.03,0,0.51,0.02,-0.03,0
Kepler-677 b,Kepler-677,1,1,Transit,2016,0.067,,,0,0.0786,,,0,M-R relationship,,5723,68.82,-87.95,0,0.99,0.21,-0.08,0,1,0.05,-0.05,0
Kepler-678 b,Kepler-678,1,1,Transit,2016,0.0732,,,0,0.0728,,,0,M-R relationship,,5520,72.95,-108.11,0,0.91,0.12,-0.06,0,0.94,0.04,-0.05,0
Kepler-679 b,Kepler-679,1,1,Transit,2016,0.0983,,,0,0.0293,,,0,M-R relationship,,5403,97.13,-105.75,0,0.84,0.07,-0.06,0,0.87,0.05,-0.05,0
Kepler-68 b,Kepler-68,2,3,Transit,2013,0.0617,0.00056,-0.00056,0,0.02407,0.00431,-0.00415,0,Mass,,5875.23,113.48,-162.41,0,1.26,0.06,-0.08,0,1.06,0.13,-0.14,0
Kepler-68 c,Kepler-68,2,3,Transit,2013,0.09059,0.00082,-0.00082,0,0.00642,0.00541,-0.0056,0,Mass,,5875.23,113.48,-162.41,0,1.26,0.06,-0.08,0,1.06,0.13,-0.14,0
Kepler-68 d,Kepler-68,2,3,Radial Velocity,2013,1.4,0.03,-0.03,0,0.84007,0.05034,-0.05034,0,Mass,,5875.23,113.48,-162.41,0,1.26,0.06,-0.08,0,1.06,0.13,-0.14,0
Kepler-680 b,Kepler-680,1,1,Transit,2016,0.0469,,,0,0.0203,,,0,M-R relationship,,5890,77.37,-99.2,0,1.11,0.38,-0.11,0,1.08,0.1,-0.06,0
Kepler-681 b,Kepler-681,1,1,Transit,2016,0.1635,,,0,0.0305,,,0,M-R relationship,,5021,63.8,-62.09,0,0.76,0.03,-0.04,0,0.8,0.04,-0.05,0
Kepler-682 b,Kepler-682,1,1,Transit,2016,0.1058,,,0,0.134,,,0,M-R relationship,,5559,84.63,-82.16,0,0.89,0.09,-0.06,0,0.92,0.04,-0.05,0
Kepler-683 b,Kepler-683,1,1,Transit,2016,0.0355,,,0,0.0143,,,0,M-R relationship,,5703,140.91,-149.37,0,0.95,0.16,-0.08,0,0.96,0.06,-0.06,0
Kepler-684 b,Kepler-684,1,1,Transit,2016,0.064,,,0,0.0354,,,0,M-R relationship,,5493,123.67,-118.74,0,0.86,0.08,-0.07,0,0.89,0.06,-0.06,0
Kepler-685 b,Kepler-685,1,1,Transit,2016,0.0265,,,0,0.248,,,0,M-R relationship,,5963,94.44,-126.15,0,1.16,0.34,-0.13,0,1.11,0.11,-0.07,0
Kepler-686 b,Kepler-686,1,1,Transit,2016,0.0258,,,0,,,,,Msini,,5649,155.14,-112.79,0,0.92,0.15,-0.08,0,0.94,0.06,-0.06,0
Kepler-687 b,Kepler-687,1,1,Transit,2016,0.1326,,,0,0.0383,,,0,M-R relationship,,4841,93,-63.99,0,0.73,0.03,-0.04,0,0.77,0.04,-0.04,0
Kepler-688 b,Kepler-688,1,1,Transit,2016,0.046,,,0,0.216,,,0,M-R relationship,,5715,152.52,-199.21,0,0.96,0.17,-0.09,0,0.98,0.07,-0.07,0
Kepler-689 b,Kepler-689,1,1,Transit,2016,0.1449,,,0,0.0274,,,0,M-R relationship,,5518,122.7,-162.69,0,0.88,0.1,-0.07,0,0.91,0.05,-0.06,0
Kepler-69 b,Kepler-69,1,2,Transit,2013,0.094,0.023,-0.016,0,0.0178,,,0,M-R relationship,G4 V,5638,168,-168,0,0.93,0.18,-0.12,0,0.81,0.09,-0.08,0
Kepler-69 c,Kepler-69,1,2,Transit,2013,0.64,0.15,-0.11,0,0.0112,,,0,M-R relationship,G4 V,5638,168,-168,0,0.93,0.18,-0.12,0,0.81,0.09,-0.08,0
Kepler-690 b,Kepler-690,1,1,Transit,2016,0.081,,,0,0.0933,,,0,M-R relationship,,5913,87.61,-115.89,0,1.16,0.36,-0.14,0,1.11,0.1,-0.06,0
Kepler-691 b,Kepler-691,1,1,Transit,2016,0.0649,,,0,0.0158,,,0,M-R relationship,,3715,37.37,-36.77,0,0.5,0.02,-0.02,0,0.53,0.02,-0.02,0
Kepler-692 b,Kepler-692,1,1,Transit,2016,0.1495,,,0,0.031,,,0,M-R relationship,,5440,157.76,-162,0,0.86,0.1,-0.06,0,0.9,0.05,-0.05,0
Kepler-693 b,Kepler-693,2,1,Transit,2016,0.1121,,,0,0.232,,,0,M-R relationship,,4881,78.78,-77.41,0,0.72,0.04,-0.04,0,0.76,0.04,-0.05,0
